cultivo,anio,campania,provincia,departamento,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tn,rendimiento_tn_ha,tasa_cosecha
girasol,2018,2018/2019,Buenos Aires,Carmen de Areco,200,200,600,3.0,1.0
girasol,2018,2018/2019,Buenos Aires,Lincoln,3100,3100,6820,2.2,1.0
girasol,2018,2018/2019,Buenos Aires,Florentino Ameghino,900,900,1890,2.1,1.0
girasol,2018,2018/2019,Buenos Aires,Daireaux,20000,20000,42000,2.1,1.0
girasol,2018,2018/2019,Buenos Aires,Carlos Tejedor,6734,6734,17508,2.6,1.0
girasol,2018,2018/2019,Buenos Aires,Carlos Casares,4000,4000,11200,2.8,1.0
girasol,2018,2018/2019,Buenos Aires,Cañuelas,1000,1000,2200,2.2,1.0
girasol,2018,2018/2019,Buenos Aires,Chascomús,2400,2400,5280,2.2,1.0
girasol,2018,2018/2019,Buenos Aires,Coronel Suárez,25768,25268,40479,1.602,0.981
girasol,2018,2018/2019,Buenos Aires,Chacabuco,200,200,660,3.3,1.0
girasol,2018,2018/2019,Buenos Aires,Castelli,1400,1400,2520,1.8,1.0
girasol,2018,2018/2019,Buenos Aires,Chivilcoy,1000,1000,3500,3.5,1.0
girasol,2018,2018/2019,Buenos Aires,Coronel Pringles,18000,16000,28800,1.8,0.889
girasol,2018,2018/2019,Buenos Aires,Coronel Dorrego,21000,16000,25600,1.6,0.762
girasol,2018,2018/2019,Buenos Aires,Coronel de Marina Leonardo Rosales,600,600,720,1.2,1.0
girasol,2018,2018/2019,Buenos Aires,Leandro N. Alem,400,400,1040,2.6,1.0
girasol,2018,2018/2019,Buenos Aires,General Pinto,600,600,1440,2.4,1.0
girasol,2018,2018/2019,Buenos Aires,General Belgrano,2373,2359,3892,1.65,0.994
girasol,2018,2018/2019,Buenos Aires,General Paz,400,400,880,2.2,1.0
girasol,2018,2018/2019,Buenos Aires,General Juan Madariaga,8000,8000,20000,2.5,1.0
girasol,2018,2018/2019,Buenos Aires,General Guido,1800,1700,3400,2.0,0.944
girasol,2018,2018/2019,Buenos Aires,General Las Heras,400,400,880,2.2,1.0
girasol,2018,2018/2019,Buenos Aires,General La Madrid,23700,23000,22862,0.994,0.97
girasol,2018,2018/2019,Buenos Aires,General Villegas,1500,1500,3450,2.3,1.0
girasol,2018,2018/2019,Buenos Aires,Las Flores,5335,5292,8996,1.7,0.992
girasol,2018,2018/2019,Buenos Aires,General Viamonte,500,500,1350,2.7,1.0
girasol,2018,2018/2019,Buenos Aires,General Pueyrredón,10012,10012,24029,2.4,1.0
girasol,2018,2018/2019,Buenos Aires,Guaminí,26000,26000,57200,2.2,1.0
girasol,2018,2018/2019,Buenos Aires,Laprida,4500,4000,7600,1.9,0.889
girasol,2018,2018/2019,Buenos Aires,Junín,200,200,640,3.2,1.0
girasol,2018,2018/2019,Buenos Aires,Hipólito Yrigoyen,4900,4900,10290,2.1,1.0
girasol,2018,2018/2019,Buenos Aires,Pehuajó,2300,2300,5359,2.33,1.0
girasol,2018,2018/2019,Buenos Aires,Luján,1000,1000,2200,2.2,1.0
girasol,2018,2018/2019,Buenos Aires,Villarino,1000,1000,2200,2.2,1.0
girasol,2018,2018/2019,Córdoba,Santa María,100,100,200,2.0,1.0
girasol,2018,2018/2019,Buenos Aires,Mercedes,300,300,1050,3.5,1.0
girasol,2018,2018/2019,Buenos Aires,Marcos Paz,300,300,660,2.2,1.0
girasol,2018,2018/2019,Buenos Aires,Maipú,6200,6200,14260,2.3,1.0
girasol,2018,2018/2019,Buenos Aires,Mar Chiquita,15500,15500,34100,2.2,1.0
girasol,2018,2018/2019,Buenos Aires,Patagones,1200,1200,2640,2.2,1.0
girasol,2018,2018/2019,Buenos Aires,Monte,735,728,1310,1.799,0.99
girasol,2018,2018/2019,Buenos Aires,Olavarría,10000,10000,21000,2.1,1.0
girasol,2018,2018/2019,Buenos Aires,Necochea,52000,49600,104160,2.1,0.954
girasol,2018,2018/2019,Buenos Aires,Navarro,1050,1039,1974,1.9,0.99
girasol,2018,2018/2019,San Luis,Juan Martín de Pueyrredón,400,400,840,2.1,1.0
girasol,2018,2018/2019,Buenos Aires,San Nicolás,150,150,450,3.0,1.0
girasol,2018,2018/2019,Buenos Aires,Pellegrini,28000,28000,67200,2.4,1.0
girasol,2018,2018/2019,Buenos Aires,San Pedro,817,817,2533,3.1,1.0
girasol,2018,2018/2019,Buenos Aires,Rivadavia,9000,9000,24300,2.7,1.0
girasol,2018,2018/2019,Buenos Aires,Pila,3600,3600,7200,2.0,1.0
girasol,2018,2018/2019,Buenos Aires,Rauch,10700,10700,21400,2.0,1.0
girasol,2018,2018/2019,Buenos Aires,Puán,5956,5656,22833,4.037,0.95
girasol,2018,2018/2019,Buenos Aires,Pilar,200,200,440,2.2,1.0
girasol,2018,2018/2019,Buenos Aires,Saladillo,3495,3460,5882,1.7,0.99
girasol,2018,2018/2019,Buenos Aires,San Cayetano,25000,23000,46000,2.0,0.92
girasol,2018,2018/2019,Buenos Aires,Saavedra,7829,7329,10268,1.401,0.936
girasol,2018,2018/2019,Buenos Aires,Rojas,200,200,700,3.5,1.0
girasol,2018,2018/2019,Buenos Aires,Roque Pérez,945,936,1685,1.8,0.99
girasol,2018,2018/2019,Buenos Aires,Salliqueló,10000,10000,24000,2.4,1.0
girasol,2018,2018/2019,Buenos Aires,San Antonio de Areco,300,300,990,3.3,1.0
girasol,2018,2018/2019,Buenos Aires,San Andrés de Giles,200,200,600,3.0,1.0
girasol,2018,2018/2019,Buenos Aires,Salto,590,590,1652,2.8,1.0
girasol,2018,2018/2019,Buenos Aires,Trenque Lauquen,42300,42300,105750,2.5,1.0
girasol,2018,2018/2019,Chaco,General Güemes,9743,9443,16053,1.7,0.969
girasol,2018,2018/2019,Buenos Aires,Tres Arroyos,55000,51000,96900,1.9,0.927
girasol,2018,2018/2019,Córdoba,San Justo,7801,7501,16502,2.2,0.962
girasol,2018,2018/2019,Buenos Aires,Tapalqué,600,600,1140,1.9,1.0
girasol,2018,2018/2019,Buenos Aires,Tandil,44000,44000,105600,2.4,1.0
girasol,2018,2018/2019,Buenos Aires,Suipacha,500,500,1750,3.5,1.0
girasol,2018,2018/2019,Chaco,9 de Julio,29298,28760,51768,1.8,0.982
girasol,2018,2018/2019,Chaco,25 de Mayo,300,290,435,1.5,0.967
girasol,2018,2018/2019,Buenos Aires,Tres Lomas,18000,18000,43200,2.4,1.0
girasol,2018,2018/2019,Chaco,2 de Abril,47946,43988,61583,1.4,0.917
girasol,2018,2018/2019,Chaco,General Belgrano,19742,19380,34884,1.8,0.982
girasol,2018,2018/2019,Chaco,Almirante Brown,51938,51338,89842,1.75,0.988
girasol,2018,2018/2019,Chaco,Fray Justo Santa María de Oro,19182,14344,20655,1.44,0.748
girasol,2018,2018/2019,Chaco,Comandante Fernández,29348,28548,45677,1.6,0.973
girasol,2018,2018/2019,Chaco,Chacabuco,34870,34230,65037,1.9,0.982
girasol,2018,2018/2019,Chaco,San Fernando,3304,3241,5186,1.6,0.981
girasol,2018,2018/2019,Chaco,Independencia,48971,48471,79977,1.65,0.99
girasol,2018,2018/2019,Córdoba,Río Primero,720,720,1584,2.2,1.0
girasol,2018,2018/2019,Chaco,Quitilipi,5605,5505,8808,1.6,0.982
girasol,2018,2018/2019,Chaco,Maipú,23209,22509,36014,1.6,0.97
girasol,2018,2018/2019,Chaco,Libertador General San Martín,300,300,450,1.5,1.0
girasol,2018,2018/2019,Chaco,O'Higgins,36989,36317,72634,2.0,0.982
girasol,2018,2018/2019,Chaco,Mayor Luis J. Fontana,34872,30160,54288,1.8,0.865
girasol,2018,2018/2019,Córdoba,General Roca,7500,7300,16790,2.3,0.973
girasol,2018,2018/2019,Córdoba,Río Cuarto,1500,1500,3000,2.0,1.0
girasol,2018,2018/2019,Chaco,Sargento Cabral,200,200,400,2.0,1.0
girasol,2018,2018/2019,Chaco,San Lorenzo,1441,1411,1693,1.2,0.979
girasol,2018,2018/2019,Córdoba,General San Martín,185,185,463,2.503,1.0
girasol,2018,2018/2019,Córdoba,Presidente Roque Sáenz Peña,12000,11500,26450,2.3,0.958
girasol,2018,2018/2019,Córdoba,Marcos Juárez,1982,1532,2758,1.8,0.773
girasol,2018,2018/2019,Córdoba,Juárez Celman,500,500,1100,2.2,1.0
girasol,2018,2018/2019,Córdoba,Unión,3561,2716,4889,1.8,0.763
girasol,2018,2018/2019,Entre Ríos,Villaguay,1700,1700,3230,1.9,1.0
girasol,2018,2018/2019,San Luis,Gobernador Dupuy,1700,1700,3060,1.8,1.0
girasol,2018,2018/2019,Córdoba,Totoral,746,696,1531,2.2,0.933
girasol,2018,2018/2019,Córdoba,Tulumba,652,602,1204,2.0,0.923
girasol,2018,2018/2019,Santa Fe,La Capital,6000,6000,10800,1.8,1.0
girasol,2018,2018/2019,Entre Ríos,Federal,300,300,600,2.0,1.0
girasol,2018,2018/2019,San Luis,Coronel Pringles,800,800,1680,2.1,1.0
girasol,2018,2018/2019,Entre Ríos,Federación,300,300,600,2.0,1.0
girasol,2018,2018/2019,Entre Ríos,Diamante,600,600,1380,2.3,1.0
girasol,2018,2018/2019,Entre Ríos,Uruguay,350,350,770,2.2,1.0
girasol,2018,2018/2019,Entre Ríos,Gualeguaychú,100,100,270,2.7,1.0
girasol,2018,2018/2019,Entre Ríos,Paraná,1800,1800,3960,2.2,1.0
girasol,2018,2018/2019,Entre Ríos,Nogoyá,650,650,1625,2.5,1.0
girasol,2018,2018/2019,Entre Ríos,La Paz,2000,2000,4400,2.2,1.0
girasol,2018,2018/2019,Santa Fe,9 de Julio,37200,32200,57960,1.8,0.866
girasol,2018,2018/2019,Santa Fe,General Obligado,97000,88500,141600,1.6,0.912
girasol,2018,2018/2019,La Pampa,Conhelo,9500,9300,20460,2.2,0.979
girasol,2018,2018/2019,San Luis,Chacabuco,300,300,570,1.9,1.0
girasol,2018,2018/2019,La Pampa,Atreucó,18300,18300,43920,2.4,1.0
girasol,2018,2018/2019,La Pampa,Chapaleufú,400,400,800,2.0,1.0
girasol,2018,2018/2019,La Pampa,Catriló,35800,35800,85920,2.4,1.0
girasol,2018,2018/2019,La Pampa,Capital,21000,21000,48300,2.3,1.0
girasol,2018,2018/2019,San Luis,Ayacucho,200,200,640,3.2,1.0
girasol,2018,2018/2019,Santa Fe,General López,300,300,840,2.8,1.0
girasol,2018,2018/2019,La Pampa,Maracó,12900,12500,25000,2.0,0.969
girasol,2018,2018/2019,La Pampa,Quemú Quemú,26600,26100,60030,2.3,0.981
girasol,2018,2018/2019,La Pampa,Rancul,10700,10500,23100,2.2,0.981
girasol,2018,2018/2019,La Pampa,Trenel,5700,5600,11760,2.1,0.982
girasol,2018,2018/2019,La Pampa,Toay,2900,2900,4350,1.5,1.0
girasol,2018,2018/2019,La Pampa,Realicó,13700,13300,30590,2.3,0.971
girasol,2018,2018/2019,Santiago del Estero,Rivadavia,19200,19200,40320,2.1,1.0
girasol,2018,2018/2019,Santa Fe,Las Colonias,22114,20614,37105,1.8,0.932
girasol,2018,2018/2019,Santa Fe,San Justo,23000,20000,34000,1.7,0.87
girasol,2018,2018/2019,Santa Fe,San Jerónimo,2700,2700,4860,1.8,1.0
girasol,2018,2018/2019,Santa Fe,San Javier,12500,11200,15680,1.4,0.896
girasol,2018,2018/2019,Santa Fe,San Cristóbal,28500,28000,67200,2.4,0.982
girasol,2018,2018/2019,Santiago del Estero,Alberdi,1553,1553,3417,2.2,1.0
girasol,2018,2018/2019,Santiago del Estero,Moreno,3266,3266,6859,2.1,1.0
girasol,2018,2018/2019,Santiago del Estero,Aguirre,4151,4151,7057,1.7,1.0
girasol,2018,2018/2019,Santa Fe,San Martín,3500,3500,6300,1.8,1.0
